,AUS,Australian Capital Territory,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,last_updated
2021-05-12,-7,-1,-10,9,-8,3,5,-14,-9,,1,,-14,-25,,4,11,11,7,-6,-9,-11,2,13,-15,-5,-6,-17,-16,-14,,,-35,,-2,8,-3,-5,-13,2,,-1,-20,-6,,-18,12,-4,1,,-2,-2,2,4,-2,-20,,,-10,-17,-13,1,,,-1,-5,-12,2,-10,,5,4,-2,-7,-1,,-31,-1,0,,-15,1,-36,8,5,-8,-2,-4,,,22,16,19,,,15,-5,,-9,-3,,11,,,-12,0,,-4,15,10,,14,12,3,1,,,-7,20,1,-9,3,13,,10,14,-7,7,4,3,,10,-2,-19,9,,0,0,-8,-15,-4,14,8,0,3,7,,0,15,0,5,,7,,,6,,,,,,-20,,-11,,-4,18,-7,,,-2,,-5,,-9,,-1,-8,,-3,,-7,-3,,,,,-15,,-8,-9,-24,9,-6,,-18,-8,-3,-8,,-4,2,-21,-8,-1,-16,-28,,-12,-21,-7,-8,-15,,3,-8,-12,-6,,-8,-9,,-12,-9,17,-7,-16,-39,-1,-13,-8,,-5,-2,-7,-6,,,,-17,,-29,-24,-7,,-17,-31,,-7,-18,-4,-9,-4,-7,-13,2,-7,6,1,18,6,-23,2,-5,-3,25,8,-4,10,9,17,7,7,4,18,-20,-3,1,2,12,2,-5,22,,,,,,,,,21,,,,,7,-6,,,8,05/08/2021 06:15:19 +1000
2021-05-13,-7,1,-7,7,-1,2,1,-12,-2,,8,,-12,-23,,11,15,5,20,-9,-8,-10,3,11,-12,-9,-5,-19,-14,-9,,,-30,,-2,7,-2,-3,-14,0,,0,-21,-2,,-6,,1,8,,-4,0,2,9,1,-12,,,-6,-16,-11,6,,,0,0,-7,4,-6,,0,3,1,-9,0,,-20,0,-1,,-13,-1,-32,7,10,-4,5,-3,,,29,25,23,,,17,-1,,-4,-1,,12,,,-8,5,,-6,17,23,3,12,22,12,-2,,,0,19,-2,-4,2,20,,21,13,-2,14,7,6,,8,0,-11,-1,,5,2,-5,-17,-1,8,8,-1,5,6,,0,21,4,-1,,1,,,10,,,,,,-20,,-14,,-4,15,-7,,,-4,,-6,,-13,,-5,-10,,-2,,-10,,,,,,-19,,-10,-13,-35,5,-9,,-19,-10,-2,-10,,-8,-1,-23,-20,-4,-22,-34,,-15,-17,-12,-15,-20,,-3,-13,-16,-5,,-12,,,-17,-10,7,-11,-19,-40,-6,-14,-12,,-12,-5,3,-13,,,,-19,,-39,-25,-18,,-22,-37,,-6,-24,-6,-21,-12,-3,-20,4,-4,5,-2,19,7,-19,2,-1,-2,24,12,-1,11,15,4,14,6,2,18,-12,-1,11,0,13,8,-8,21,,,,,-8,,-10,11,21,,,,,10,-5,,,19,05/08/2021 06:15:19 +1000
2021-05-14,-3,3,-7,7,-7,7,8,-11,-4,,21,,-9,-22,,12,18,4,18,-2,-6,-10,1,17,-12,-4,3,-13,-10,-5,,,-26,,2,7,5,0,-8,5,,4,-18,1,,-14,11,11,9,,-4,,3,24,-3,-13,,,-6,-19,-11,11,,,4,-1,-9,10,-4,,0,5,4,-5,4,,-21,-2,6,,-8,5,-30,15,,-10,2,-4,,,29,28,25,,,22,2,,5,0,,9,,,-7,-9,,-6,20,3,,15,27,16,5,,,2,23,-1,-5,3,22,,16,16,-3,15,12,8,12,11,1,-10,14,-7,4,2,-7,-18,-2,11,10,2,3,8,,3,20,0,13,-16,0,,,10,,,,,,-18,,-2,,1,16,-4,,,4,-10,2,,-6,,6,-10,,1,,-4,,,,,,-9,,-4,-4,-29,16,-5,,-14,0,4,-3,,3,8,-17,-10,0,-12,-28,,-6,-4,-6,-2,-19,,7,-6,-15,3,,-1,-10,,-9,-7,14,-6,-9,-34,-1,-12,2,,-3,7,0,-3,,,,-16,,-30,-27,-17,,-15,-34,0,2,-25,-6,-8,1,0,-17,6,-2,11,9,22,6,-17,2,1,0,27,12,4,18,19,14,18,9,9,24,-19,2,15,5,23,10,-1,23,,-12,,,0,,-12,17,27,3,,,,16,,,,24,05/08/2021 06:15:19 +1000
2021-05-15,1,8,-3,28,-5,12,17,-11,9,,30,,4,-24,,12,17,2,21,5,-5,-2,2,20,-9,4,5,-2,-6,-9,,,-11,,-3,17,15,5,-2,11,,19,-7,1,,-11,13,14,18,,7,22,7,26,-10,-7,,,-1,-12,-15,21,,,11,1,-9,18,-9,,4,5,10,3,13,,-23,5,6,,-9,11,-31,32,,-4,-6,3,,,25,27,23,,,15,8,,10,9,,20,,,1,11,,-3,22,30,,15,,15,6,,,3,15,4,1,6,36,,20,32,1,21,18,10,,8,8,22,18,-4,19,8,-9,-20,5,21,1,2,6,10,,5,16,10,25,-16,20,,,14,,,,,,-6,,0,,-3,15,5,,,3,,12,,2,,12,3,,4,,10,2,,,,,-9,,1,-1,-31,25,-2,,-7,-2,6,-2,,7,3,-16,-9,0,-10,-20,,-6,-23,1,-4,,,11,-1,-13,7,-1,3,,,-5,-5,14,3,-5,-18,3,-5,0,,7,2,-6,-12,6,,,-16,,-30,-33,-25,,-8,-39,15,10,-22,-5,2,2,-4,-13,12,6,15,14,39,8,-11,10,3,4,31,25,13,24,19,27,16,12,13,,-10,5,20,5,29,23,33,27,,-1,,,9,,,21,26,-4,,,,12,6,,,32,05/08/2021 06:15:19 +1000
2021-05-16,-1,5,-2,,-1,13,12,-10,1,,37,,-4,-23,,17,20,2,30,-5,-2,2,4,17,-3,4,7,-7,-12,-4,,,-22,,-7,18,0,5,1,5,,20,-14,-1,,,1,18,29,,7,,6,23,-5,5,,,-7,-20,-16,15,,,9,0,-7,16,-13,,4,,14,-6,5,,-28,-2,1,,-6,11,-33,30,,-7,-5,-1,,,32,33,34,,,18,8,,9,7,,19,,,-5,9,,-2,21,9,,16,,19,5,,,5,,4,1,8,40,,,39,-1,17,15,7,,12,3,-29,12,1,,11,-1,-11,6,24,14,2,8,10,,10,18,7,38,-19,9,,,17,,,,,,2,,-4,,0,20,-6,,,,,2,,-7,,10,-8,,-2,,-6,-4,,,,,-11,,-8,-5,-33,19,-4,,-11,-3,-4,-4,,1,4,-20,-11,-4,-13,-5,,-9,-17,-10,-4,,,9,-7,-15,8,,4,,,-11,-7,16,-1,-10,-22,4,-7,1,,5,1,1,-12,,,,-12,,-38,-30,-29,,-14,-31,,3,-28,-5,-4,3,1,-17,12,-8,17,12,37,9,-24,7,-1,-6,34,23,5,26,27,9,16,3,1,,-10,2,19,4,5,16,14,29,,-8,,,,,,11,,,,,,0,,,,119,05/08/2021 06:15:19 +1000
2021-05-17,-7,-5,-10,5,-3,-4,-1,-13,-3,,-6,,-13,-27,,9,9,-6,11,-7,-7,-14,0,7,-18,-10,-8,-15,-13,-12,,,-39,,-7,3,3,-4,-11,-4,,-1,-22,-6,,-13,-6,1,3,,-2,,-1,7,5,-26,,,-8,-24,-18,5,,,-2,-1,-13,3,-10,,0,1,-1,-9,0,,,-8,-8,,-8,2,-34,13,,-11,-8,-6,,,29,27,26,,,16,-1,,-6,2,,11,,,-6,3,,-8,19,9,,,,9,0,,,-1,19,2,-2,3,18,,17,14,-5,20,7,5,,8,-3,-20,3,,3,0,-8,-23,-5,2,4,-2,1,5,,-4,16,-2,6,,-6,,,3,,,,,,-20,,-12,,1,13,-10,,,0,,-5,,-14,,0,-13,,-5,,-14,-9,,,,,-18,,-7,-11,-36,8,-9,,-19,-6,-9,-8,,-6,0,-24,-19,-5,-22,-39,,-15,-24,-10,-14,,,1,-12,-19,-7,,-10,,,-17,-8,10,-10,-19,-41,-1,-16,-8,,-6,-6,-18,-13,,,,-22,,-32,-34,,,-22,-40,,-12,-25,-1,-16,-4,-5,-19,2,-4,5,0,20,1,-19,-3,-3,-6,22,9,-3,14,18,21,11,7,0,16,-20,-2,4,0,10,4,-16,17,,,,,,,,,23,,,,,-10,,,,11,05/08/2021 06:15:19 +1000
2021-05-18,-8,-2,-11,2,-6,-1,4,-15,-4,,-1,,-14,-26,,5,8,-1,11,-11,-8,-12,-1,8,-18,-6,-6,-14,-13,-14,,,-30,,-8,5,-9,-7,-14,-6,,0,-21,-6,,-4,-1,-3,1,,-5,,-1,-1,-5,-27,,,-9,-19,-16,8,,,-3,-4,-12,4,-9,,1,6,1,-9,0,,-36,-3,-6,,-9,1,-36,16,8,-7,-4,-1,,,22,22,19,,,14,-2,,-7,2,,13,,,-8,2,,-8,15,5,,9,19,9,1,,,-1,15,6,-5,2,10,,22,16,-3,13,5,4,,14,-1,-12,7,,0,-1,-8,-15,-6,5,10,-2,6,4,,-4,17,0,3,,-1,,,9,,,,,,-18,,-12,,-1,11,-10,,,-2,,-3,,-16,,-2,-13,,-9,,-12,-8,,,,,-17,,-10,-12,-30,6,-9,,-21,-6,-6,-8,,-4,-3,-22,-20,-7,-20,-40,,-16,-22,-11,-12,,,-1,-12,-16,-9,,-12,,,-19,-12,4,-10,-20,-38,-2,-14,-10,,-8,-7,-7,-13,,,,-21,,-32,-27,,,-24,-35,,-12,-19,-6,-16,-4,-5,-21,4,-7,10,5,20,6,-21,-1,-3,-3,24,8,-3,16,15,10,18,7,1,24,-16,0,11,4,8,7,-12,19,,,,,,,-19,,21,,,,,6,4,,,18,05/08/2021 06:15:19 +1000
2021-05-19,-6,-1,-10,6,-3,-4,2,-15,-1,,-4,,-13,-24,,4,9,1,11,-6,-8,-10,1,9,-16,-4,-3,-16,-14,-12,,,-30,,-7,6,-3,-6,-12,2,,-1,-17,-4,,-11,41,1,1,,-4,,0,1,-2,-22,,,-9,-16,-12,4,,,1,-4,-13,7,-6,,3,2,0,-7,5,,-28,-1,-1,,-10,-1,-34,8,6,-7,-3,-2,,,24,18,22,,,12,-2,,-6,0,,14,,,-9,4,,-4,17,3,,9,15,9,5,,,-4,11,3,-5,3,20,,11,16,-5,14,6,4,,16,-2,-19,8,,0,-3,-7,-12,-7,11,9,-1,3,7,,-2,16,-1,4,,5,,,5,,,,,,-19,,-8,,-7,16,-7,,,-1,,-4,,-10,,-2,-8,,-3,,-8,,,,,,-15,,-5,-7,-27,17,-4,,-17,-9,-1,-8,,-6,-4,-21,-13,-4,-16,-26,,-13,-19,-5,-8,-10,,2,-11,-12,-5,,-8,-3,,-11,-7,14,-9,-15,-37,-2,-12,-7,,-5,-4,-11,-12,,,,-16,,-30,-22,-12,,-19,-34,,-8,-18,-5,-10,-1,-7,-15,3,-7,5,2,21,3,-19,-3,-4,-3,21,8,-5,16,19,19,9,8,4,19,-14,-1,7,5,13,6,0,20,,,,,,,,,19,,,,,6,1,,,20,05/08/2021 06:15:19 +1000
2021-05-20,-7,-1,-7,7,3,-2,2,-12,1,,0,,-13,-21,,12,14,1,14,-7,-9,-10,2,9,-14,-9,-5,-17,-13,-13,,,-25,,-7,2,1,-2,-11,3,,2,-20,-5,,-2,,3,7,,0,10,3,2,0,-8,,,-8,-14,-11,9,,,2,2,-8,3,-8,,-2,-1,3,-9,0,,-17,-1,0,,-12,1,-30,11,14,-4,3,-3,,,25,24,20,,,9,-2,,-6,-1,,16,,,-6,1,,0,15,9,,15,26,12,1,,,-1,12,1,-5,1,19,,16,7,-3,16,4,12,,11,1,-9,10,,5,3,-3,-11,-4,7,7,1,7,7,,-2,19,4,7,,7,,,15,,,,,,-16,,-10,,-4,16,-5,,,-6,,-6,,-13,,-3,-5,,-2,,-8,-1,,,,,-17,,-6,-11,-30,6,-3,,-15,-7,-3,-5,,-7,-5,-21,-20,-4,-17,-32,,-12,-16,-11,-9,-10,,-1,-13,-14,-3,,-10,,,-15,-9,9,-11,-18,-37,-5,-10,-7,,-8,-3,4,-10,,,,-18,,-34,-22,-15,,-21,-33,,-7,-24,-3,-18,-8,-4,-17,3,-6,2,1,16,5,-20,-3,-1,0,23,10,-1,12,15,9,15,6,1,20,-19,-3,13,1,12,9,-7,20,,,,,-11,,-11,7,23,,,,,11,-7,,,22,05/08/2021 06:15:19 +1000
2021-05-21,-3,3,-8,1,-3,4,11,-12,-3,,9,,-11,-17,,11,14,0,20,5,-7,-11,0,13,-15,-5,2,-13,-13,-13,,,-24,,-2,7,10,-1,-8,1,,6,-19,-5,,-5,61,8,1,,1,20,7,17,-6,-23,,,-7,-23,-14,10,,,4,-7,-13,9,-10,,1,5,5,-6,10,,-24,-5,3,,-8,8,-27,14,,-13,-2,-5,,,28,36,21,,,21,1,,0,1,,10,,,-4,2,,-27,20,12,,12,26,14,8,,,0,16,1,-6,3,18,,23,11,-2,20,11,6,-3,12,2,-10,20,1,13,1,-1,-10,-3,7,9,2,6,9,,-3,23,3,16,-19,2,,,7,,,,,,-15,6,-4,,-2,14,-3,,,4,,2,,-5,,5,-7,,-1,,-3,3,,,,,-7,,0,-3,-29,23,-2,,-11,1,5,2,,6,8,-16,-12,1,-11,-29,,-4,-6,-5,0,-12,,8,-6,-12,4,,2,-11,,-8,-1,22,-4,-10,-31,0,-11,-3,,-3,8,7,-2,,,,-8,,-26,-22,-13,,-14,-27,2,4,-21,4,-8,2,0,-12,7,-5,8,5,21,9,-16,0,2,0,25,9,4,16,16,24,20,10,10,26,-15,3,15,5,20,12,33,23,,-18,,,-2,,-15,20,26,-4,,,,21,,,,23,05/08/2021 06:15:19 +1000
2021-05-22,1,12,-2,20,-5,10,10,-9,9,,28,,1,-23,,14,17,4,44,11,-4,-2,3,21,-14,4,8,-1,-7,-16,,,-6,,-1,18,15,7,3,4,,22,-6,0,,-8,10,11,18,,2,16,11,27,-13,-5,,,-2,-13,-14,15,,,10,0,-12,19,-6,,1,13,8,-1,20,,-24,8,5,,-8,12,-29,32,,-3,1,2,,,28,36,22,,,12,7,,5,5,,21,,,7,7,,-11,20,13,,10,,16,10,,,2,7,4,-1,10,37,,20,20,2,25,14,8,,6,6,18,15,-5,17,9,-9,-16,-1,13,6,0,3,10,,3,13,5,43,-17,13,,,14,,,,,7,-5,,-2,,2,14,2,,,0,,10,,-1,,12,-1,,7,,-1,0,,,,,-6,,2,-2,-26,34,7,,-5,0,10,3,,5,6,-14,-12,3,-5,-29,,-8,-11,-2,-1,,,10,-3,-5,5,16,14,-11,,-6,-2,28,1,-8,-6,4,-5,3,,7,4,4,-8,15,,,-4,,-22,-26,-18,,-12,-32,1,6,-22,-4,4,3,-7,-4,10,1,15,12,32,5,-19,6,-1,-4,31,20,11,26,18,20,15,7,8,43,-9,3,12,3,22,20,-5,25,,-17,,,6,,,20,25,-11,,,,6,9,,,82,05/08/2021 06:15:19 +1000
2021-05-23,-1,6,-3,,1,9,9,-10,0,,30,,-8,-15,,12,16,5,30,-1,-3,-1,5,14,3,0,3,-7,-8,-13,,,-15,,-6,27,2,6,5,11,,12,-16,0,,,-2,8,19,,-5,,7,22,-11,-14,,,-8,-12,-19,16,,,7,-1,-12,12,-14,,2,,5,-8,10,,-24,-4,1,,-5,12,-33,22,,-7,-6,-3,,,28,35,26,,,14,5,,0,5,,19,,,1,7,,-8,16,18,,13,,17,7,,,3,,0,-5,12,32,,,42,1,,9,5,,8,3,-26,22,,,7,-2,-8,-2,17,13,3,3,11,,5,18,3,51,-16,6,,,23,,,,,,-1,,-5,,4,19,-6,,,,,4,,-13,,8,-7,,3,,-9,-4,,,,,-9,,-4,-5,-24,30,11,,-4,-3,4,2,,3,7,-19,-13,-1,-12,-21,,-10,-15,-8,-2,,,9,-7,-14,6,,14,,,-11,-4,33,-5,-16,-17,3,-11,0,,2,2,7,-7,,,,-2,,-26,-21,-11,,-17,-23,,1,-23,1,-3,4,-1,-6,6,-16,12,7,34,8,-24,10,-2,-7,27,16,6,23,22,12,8,0,1,,-16,-3,3,2,1,10,15,25,,,,,,,,12,,,,,,-2,,,,19,05/08/2021 06:15:19 +1000
2021-05-24,-8,-6,-11,-3,-3,-4,3,-15,-7,,-7,,-14,-26,,5,9,-5,7,-3,-9,-15,1,5,-20,-10,-9,-17,-15,-16,,,-40,,-9,7,3,-5,-7,-1,,-6,-22,-10,,-14,-3,1,-2,,-1,,-1,5,-1,-30,,,-10,-29,-19,7,,,-2,-5,-18,4,-15,,-3,1,-4,-11,-1,,-27,-11,-8,,-9,-1,-35,10,,-10,-5,-7,,,26,31,21,,,15,-3,,-8,0,,10,,,-5,0,,-7,17,6,,7,,9,-3,,,-1,19,0,-6,1,14,,13,8,-5,15,4,3,,9,-4,-20,6,,4,-3,-8,-21,-10,4,3,-4,0,5,,-7,15,-1,5,,-5,,,5,,,,,,-19,,-11,,3,12,-11,,,-4,,-5,,-17,,-1,-12,,-9,,-13,,,,,,-18,,-8,-13,-37,14,-3,,-19,-5,-7,-4,,-5,-1,-23,-21,-4,-23,-46,,-16,-24,-9,-10,,,-1,-13,-18,-7,,-10,,,-16,-10,11,-10,-18,-43,-4,-13,-2,,-7,-6,-11,-12,,,,-16,,-30,-31,-26,,-24,-42,,-11,-25,-1,-16,-3,-3,-15,0,-10,5,0,23,5,-21,-3,-6,-7,20,8,-4,12,15,29,7,5,2,11,-25,-3,-2,-2,9,2,-19,16,,,,,,,,,20,,,,,-14,,,,7,05/08/2021 06:15:19 +1000
2021-05-25,-10,-3,-12,1,-5,-1,5,-15,-6,,-2,,-16,-22,,4,7,-2,10,-12,-9,-11,0,8,-19,-6,-7,-16,-13,-14,,,-30,,-8,4,-8,-7,-15,-6,,-1,-22,-6,,,2,1,0,,-5,-5,-2,-4,-9,-26,,,-11,-19,-15,6,,,-4,-2,-10,6,-11,,-1,3,-2,-10,-3,,-34,-5,-8,,-12,1,-36,9,8,-8,2,-3,,,23,25,17,,,15,-3,,-9,0,,12,,,-8,0,,-6,9,1,,6,22,8,-1,,,-1,13,0,-6,2,14,,15,4,-3,17,2,5,3,14,-6,-21,-14,,-1,-5,-12,-27,-9,1,4,-7,0,0,,-6,14,-3,3,,-7,,,5,,,,,,-29,,-13,,-8,12,-12,,,-4,,-4,,-16,,-3,-16,,-9,,-15,,,,,,-22,,-14,-15,-35,5,-15,,-23,-12,-10,-9,,-9,-9,-27,-33,-12,-26,-44,,-23,-23,-13,-17,,,-6,-16,-18,-10,,-15,,,-21,-12,-1,-14,-23,-44,-6,-10,-12,,-12,-15,-12,-18,,,,-22,,-36,-31,,,-29,-39,,-19,-23,-2,-20,-13,-5,-24,4,-6,8,2,20,3,-24,0,-3,-6,25,9,0,19,12,12,16,9,-1,20,-17,-2,15,6,11,7,-12,20,,,,,,,,,24,,,,,0,2,,,16,05/08/2021 06:15:19 +1000
2021-05-26,-7,-2,-10,5,-6,-5,3,-13,-3,,1,,-14,-20,,5,10,1,14,-5,-9,-13,3,7,-16,-5,-4,-16,-11,-11,,,-30,,-7,7,-1,-4,-10,7,,1,-20,-4,,-15,7,-3,-3,,-1,4,-1,-2,-5,-21,,,-9,-15,-12,8,,,0,-5,-13,1,-8,,1,-4,-2,-7,-2,,-27,-2,-1,,-9,2,-32,2,8,-5,1,-3,,,26,20,22,,,13,-2,,-6,8,,15,,,-9,4,,-1,18,7,,16,21,7,5,,,-1,20,3,-5,3,23,,15,12,-6,9,7,4,,20,-2,-21,3,,0,-2,-7,-14,-7,10,7,1,5,7,,-3,17,0,6,,2,,,9,,,,,,-25,,-7,,-7,16,-7,,,-2,,-5,,-8,,-3,-9,,-4,,-9,,,,,,-21,,-8,-14,-38,7,-11,,-23,-12,-5,-9,,-9,-5,-23,-26,-7,-27,-31,,-21,-24,-6,-11,-20,,1,-13,-13,-5,,-11,-5,,-14,-10,4,-12,-21,-53,-5,-13,-8,,-11,-10,-11,-20,,,,-25,,-38,-27,-19,,-26,-35,,-9,-17,-2,-14,-13,-3,-18,3,-8,7,1,17,8,-23,-1,-4,-6,24,7,-2,14,11,19,12,5,4,26,-18,-2,8,5,13,4,-15,22,,,,,,,,,17,,,,,11,11,,,23,05/08/2021 06:15:19 +1000
2021-05-27,-5,1,-7,8,1,1,2,-10,-2,,4,,-15,-24,,9,15,0,15,-2,-6,-10,2,12,-15,-8,-4,-16,-8,-12,,,-26,,-7,8,3,0,-9,0,,-2,-20,-3,,-6,,4,7,,0,7,-2,1,-1,-3,,,-9,-16,-11,6,,,3,-1,-9,5,-7,,1,4,1,-8,1,,-19,-1,1,,-12,2,-30,8,14,-4,3,-3,,,29,22,21,,,20,-2,,-5,-21,,12,,,-10,1,,-3,17,7,,15,24,11,6,,,-1,14,1,-7,2,18,,16,7,-1,16,0,8,,17,1,-12,16,,5,3,-4,-12,-5,6,9,1,8,7,,-2,20,5,3,,2,,,15,,,,,,-17,,-11,,0,17,-7,,,-4,,-7,,-11,,-7,-12,,-6,,-9,,,,,,-13,,1,-6,-22,17,5,,-13,1,0,3,,5,3,-15,-25,9,-21,-25,,-9,-11,1,4,-11,,5,-2,-4,4,,1,,,-9,4,17,-8,-11,-54,5,-5,9,,4,3,12,-9,,,,-5,,-37,-15,-13,,-23,-28,,8,-15,11,-10,-6,6,-7,5,-7,5,1,22,8,-23,0,0,-3,24,6,2,15,10,9,14,4,-1,20,-11,-1,11,1,11,10,-9,20,,-20,,,-8,,-8,14,21,,,,,11,1,,,25,05/08/2021 06:15:19 +1000
2021-05-28,-14,3,-6,11,-4,5,9,-9,-2,,10,,-12,-22,,11,16,3,22,-10,-3,-10,3,17,-12,-4,3,-8,-6,-11,,,-22,,-2,10,15,2,-5,10,,6,-15,0,,-13,21,11,15,,-1,17,4,16,-8,-13,,,-6,-17,-10,11,,,5,-4,-10,12,-4,,0,2,5,-3,6,,-24,-3,8,,-8,9,-23,16,,-7,4,-2,,,29,28,22,,,27,1,,-2,1,,10,,,-8,3,,-6,25,4,,16,25,14,9,,,2,23,-1,-4,2,31,,27,18,-2,12,9,18,7,14,2,-13,13,-3,14,4,-4,-15,-2,10,8,6,4,10,,-2,21,4,14,-14,-1,,,6,,,,,,-16,,-1,,-3,20,-5,,,7,-14,1,,-7,,3,-11,,0,,-5,,,,,,-53,,-53,-45,-69,-52,-47,,-54,-44,-64,-38,,-38,-38,-56,-65,-42,-68,-69,,-52,-60,-45,-41,,,-50,-51,-52,-50,,-42,-61,,-53,-56,-54,-54,-59,-85,-35,-51,-46,-62,-54,-47,-43,-46,,,,-51,,-67,-58,-64,,-69,-68,,-66,-61,-45,-53,-44,-41,-54,6,-3,12,6,21,9,-19,2,3,-7,30,7,9,18,18,21,17,9,10,19,-22,3,14,4,17,12,-1,21,,-14,,,-4,,-14,21,29,,,,,14,,,,30,05/08/2021 06:15:19 +1000
2021-05-29,-13,6,-2,22,0,13,11,-8,14,,26,,-1,-25,,12,21,5,26,-8,-4,1,3,24,-8,5,9,-1,-3,-10,,,-14,,-2,18,36,9,1,13,,18,-6,-1,,-11,11,11,15,,8,20,10,24,-11,-10,,,-2,-11,-14,19,,,18,-3,-16,14,-7,,0,8,8,3,13,,-27,6,9,,-5,16,-28,31,,1,-8,2,,,29,24,24,,,19,6,,4,3,,17,,,-1,7,,1,21,14,,13,,17,9,,,3,22,1,2,10,66,,23,30,5,22,20,21,,7,7,-5,18,-13,19,6,6,-13,4,22,4,3,7,12,,10,17,12,42,-21,14,,,12,,,,,,-5,,1,,-3,20,2,,,4,,8,,2,,14,-3,,5,,-2,-1,,,,,-57,,-57,-44,-77,-61,-48,,-50,-50,-71,-40,,-41,-41,-60,-68,-44,-72,-75,,-58,-69,-48,-44,,,-54,-57,-57,-55,,-50,-61,,-59,-59,-61,-54,-62,-83,-35,-54,-46,-67,-52,-53,-52,-54,,,,-54,,-68,-67,-76,,-74,-77,,-74,-66,-53,-51,-47,-46,-60,10,4,10,10,36,10,-17,10,-1,-8,30,17,15,20,18,25,8,4,9,30,-10,0,3,1,24,19,-5,21,,-16,,,2,,,19,18,-15,,,,6,,,,104,05/08/2021 06:15:19 +1000
