,AUS,Australian Capital Territory,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,last_updated
2021-03-20,-20,-5,-57,,-35,-37,52,-63,-16,-47,-51,,-57,-55,,-42,-25,-42,-37,-17,-45,-50,-71,-42,-58,-46,-34,-41,-28,-57,,,-53,,-48,,-38,-40,,,,-32,-37,-59,,-52,-57,-44,-40,,-10,,-19,,-40,-84,,-50,-47,-67,-74,,,,-34,-42,-66,-60,-76,-7,-69,,-63,-76,1,-51,-71,-47,-43,,-45,-18,-86,-10,,-80,-79,-74,,,25,,32,,,,-17,,-20,-15,,8,-2,,-23,25,-4,-25,1,-20,3,-3,,13,4,,6,-36,,-50,-31,,-14,-35,,21,-26,-11,12,3,,-21,4,150,-30,-7,0,21,0,-6,-24,8,-15,19,68,-11,,,-13,-15,,-44,,,,-30,3,,,,,,,-5,,,,-12,-46,,,-28,6,,,-39,,25,-8,19,,-9,,,,,14,-5,,25,38,-50,,5,,22,37,-11,20,,20,19,13,42,22,-7,-37,-70,-3,26,52,10,-39,,-7,-2,-39,-5,,8,,,19,,57,13,23,-11,52,7,-22,-6,33,37,,26,,-47,18,0,-34,-27,-44,-23,,4,-61,,,-31,13,13,20,-19,-7,-4,27,29,9,55,-24,-31,36,-5,-21,34,,5,-12,,-20,0,-11,-5,,-6,16,1,-3,,-14,-15,-22,0,-15,,,,50,-4,,0,,,-31,,-15,,52,,-15,05/08/2021 06:16:00 +1000
2021-03-21,-36,-41,-58,,-70,-51,20,-62,-16,-70,-43,,-37,-80,,-27,-25,-46,-51,-34,-56,-58,-75,-52,-80,-53,-56,-44,-54,-70,,,-61,,-58,,-37,-46,,,,,-31,-58,,-65,-67,-50,-29,,-35,-35,-46,,-72,-79,,-82,-74,-71,-79,,-54,,7,-67,-82,-61,-73,-30,-61,-36,-50,-73,-5,,-65,-53,-29,,-68,-42,-79,,,-69,-77,-75,,,10,,31,,,,-36,,-51,-11,,-10,-2,,-62,-17,-19,-30,-29,0,4,-27,,-7,-20,,5,-45,,-49,-50,,-42,-31,,10,-39,0,-4,-22,,-22,4,67,-30,17,12,,-3,-19,-12,5,-38,14,49,-29,,,-9,-14,,-43,,,,-10,,,,,,,,,,,,-25,-44,,,-41,-14,,,-39,,-14,-27,10,,-20,,-21,,,13,-50,,-32,-12,-56,-8,-52,,-36,-25,-39,-41,,-43,-52,-36,-34,-48,-64,-53,-71,-45,0,1,-35,-56,,-36,-35,-49,-27,,-59,,-36,-47,-34,-42,-31,-29,-58,-54,-13,-47,-52,-32,-30,-35,-25,,-59,-13,-59,-60,-77,-60,-48,,-46,-70,,,-62,5,-29,-51,-47,-49,-10,24,-3,1,9,-25,-19,5,-14,6,11,,-14,4,,-18,-17,-12,-18,2,-34,3,-20,-1,,-8,-18,-36,-4,-22,,,,47,-17,,6,,,,,-14,,33,,34,05/08/2021 06:16:00 +1000
2021-03-22,-40,-56,-56,,-65,-47,-8,-53,-18,-62,-60,,-59,-84,,-44,-12,-53,-48,-40,-51,-54,-64,-45,-62,-55,-52,-43,-61,-73,,,-65,,-51,,-39,-47,,,,36,-51,-53,,-62,-61,-46,-41,,-44,,-49,,-68,-67,,-73,-60,-68,-65,,,,-31,-63,-77,,-59,-39,-47,,-49,-57,-31,,-71,-39,-20,,-66,-37,-78,-39,,-67,-66,-67,,,15,,31,,,,-44,,-56,-15,,-13,,,-60,-39,-33,-26,0,2,-2,-17,,-47,-11,,-16,-54,,-58,-65,,-48,-41,,,-36,-4,-46,-15,,-29,-18,-15,-27,-37,,,-29,-25,3,-1,-31,-7,24,-27,,,-24,-20,,-49,,,,,,,,,,,,-9,,,,-36,-51,,,-55,-39,,,-56,,-14,-24,-31,,1,,,,,,-27,,2,-5,-69,,-13,,-5,-7,-39,-25,,-15,-25,-9,0,-4,-35,-66,-82,-21,19,-1,-28,-55,,-31,-29,-27,-48,,-21,,,-21,,,1,-12,-55,-6,-17,,-51,13,-24,,-14,,-63,,-19,-62,-47,-47,-61,,-38,-79,,,-64,-3,-24,-26,,-20,-25,-16,11,-14,20,-47,-57,13,-38,-40,-1,,-35,,,-25,,-33,-14,,-28,3,-21,-22,,-22,-28,-42,-12,-54,,,,30,-34,,,,,,,-39,,-31,,5,05/08/2021 06:16:00 +1000
2021-03-23,-41,-50,-56,,-64,-45,-8,-57,-46,-57,-57,,-47,-82,,-31,-16,-47,-41,-53,-46,-43,-61,-46,-52,-47,-51,-40,-57,-72,,,-64,,-39,,-60,-50,,,,23,-40,-47,,-67,-52,-45,-27,,-36,,-47,,-71,-74,,-71,-57,-68,-70,,,,-28,-66,-73,,-54,-36,-55,,-49,-67,-37,,-73,-31,-14,,-68,-45,-81,-27,,-70,-74,-69,,,11,,19,,,,-39,,-48,-39,,-12,,,-60,-28,-24,-39,-15,-11,10,,,-43,9,,-24,-48,,-60,-59,,-53,,,,-33,5,-45,-10,,-18,-20,-8,-33,-22,,,-34,-34,-14,2,-33,-19,42,-31,,,-13,-11,,-53,,,,,,,,,,,,,,,,-28,-55,,,-55,-23,,,-52,,-11,,-11,,-1,,,,,,-38,,-14,-6,-75,-36,-37,,-21,-11,-36,-38,,-23,-19,-17,-13,-8,-37,-66,-81,-24,-41,-16,-29,-58,,-15,-22,-39,-52,,-31,,,-37,-56,,-11,-18,-46,10,-16,,,-9,-16,,-20,,-62,,-39,-45,-58,-63,-75,,-41,-78,,,-63,-31,-18,-26,,-44,-21,-10,7,-1,6,-50,-53,12,-36,-43,9,,-29,,,-26,,-26,-5,,-29,13,-17,-11,,-16,-26,-39,-8,-48,,,,23,-31,,,,,,,-33,,-58,,25,05/08/2021 06:16:00 +1000
2021-03-24,-24,-29,-20,,-27,-7,3,-8,0,-29,-19,,,-45,,11,18,-9,-20,-38,-9,29,-29,-14,-12,5,-17,19,-17,-40,,,-36,,-9,,-16,-14,,,,24,14,-6,,-50,6,-9,,,-16,,-21,,-51,-15,,-45,-12,-44,-20,,,,-3,-37,-57,,9,,3,,-3,-20,-4,,-47,22,7,,-33,-31,-27,,,-21,-14,-35,,,8,,5,,,,-18,,-19,-22,,-3,-4,,-22,21,-6,-32,-12,8,-1,-10,,-7,8,,-15,-26,,-49,-28,,-33,,,,-13,-1,-21,-20,,-18,-23,-25,-40,-30,,,-33,-44,-16,-1,-32,-28,26,-28,,,-23,-28,,-48,,,,,,,,,,,,-10,,,,-51,-78,,,-63,-60,,,-73,,-62,-45,-53,,-25,,,,,,-37,,-18,14,-74,-40,-36,,-15,-11,,-42,,-30,-20,-28,1,0,-37,-58,-74,-19,-16,-2,-28,-62,,-11,-40,-32,-31,,-38,,,-35,-50,,-8,-28,-52,-4,-13,,,3,-18,,-18,,-57,,-35,-44,-59,-59,-84,,-47,-76,,,-55,-28,-25,-15,,-45,-20,1,3,-9,10,-35,-49,5,-30,-28,-3,,-25,10,,-31,,-20,-7,,-33,13,-24,-11,,-26,-31,-35,0,-38,,,,18,,,,,,,,-33,,-54,,19,05/08/2021 06:16:00 +1000
2021-03-25,-16,-15,-17,,-2,14,-6,-21,-11,,-21,,,-35,,18,48,5,-2,-26,6,26,-21,-7,12,6,-17,20,-30,-32,,,-26,,-2,,-16,5,,,,,22,12,,-48,,0,,,-14,,-15,,-42,-33,,-43,-6,-37,-32,,,,51,-33,-46,,-4,,4,,17,-23,-2,,-29,28,42,,-16,-30,-45,,,-28,-35,-30,,,11,,3,,,,-6,,-14,9,,-14,-10,,-10,10,-16,-12,7,24,4,,,8,10,,1,4,,-20,-7,,-11,,,,13,-7,0,-23,,-29,-17,-17,-1,-19,,,-44,-34,-7,-2,-20,-14,19,-28,,,-13,-20,,-49,,,,,,,,,,,,-20,,,,-28,-55,,,-49,-32,,,-43,,-26,,-30,,7,,,,,,-30,,-7,12,-60,,-40,,-2,14,,-31,,-8,-9,-14,16,3,-23,-55,-71,-5,-7,0,-19,-53,,-12,-20,-28,-24,,-36,,,-32,-38,,4,-25,-41,19,,,,19,2,,-2,,-51,,-10,-40,-62,-61,-70,,-31,-79,,,-55,-12,-17,-5,,-36,-18,11,11,-1,9,-39,-46,1,-24,-39,-8,,-25,13,,-28,,-9,-8,-10,-32,24,-19,-21,,-23,-12,-28,-2,-33,,,,20,-21,,,,,,,-11,,-52,,19,05/08/2021 06:16:00 +1000
2021-03-26,-15,1,-18,,-24,-1,-15,-22,6,-33,-4,,,-38,,30,30,13,8,-23,3,34,-13,5,-15,21,-11,41,-44,-29,,,-25,,1,,-8,17,,,,6,43,9,,-44,32,12,,,-8,,-4,,-47,-47,,-42,-19,-39,-31,,,,14,-32,-45,,-33,-29,-3,-2,11,-35,-11,,-31,29,44,,-30,-26,-59,,,-28,-37,-35,,,5,,3,,,,-8,,-14,-13,,-12,-19,,-10,4,-33,-29,13,-7,-2,,,12,12,,-9,-3,,-28,-12,,-15,-22,,,2,-18,6,-24,,-18,-18,5,-18,-15,,,-25,-21,15,34,-17,-5,,-21,,,-11,-29,,-52,,,,,,,,,,,,,,,,-24,-53,,,-53,-23,,,-44,,-9,-35,-6,,22,,,,,,-20,,8,63,-61,,-10,,41,78,-26,-7,,23,8,3,33,16,-11,-54,-70,30,9,65,14,-53,,10,7,38,-11,,-23,,,-9,,,22,-4,-21,43,-11,,-15,48,41,,14,,-57,-37,-2,-41,-51,-44,-51,,-6,-71,,,-66,-5,24,30,,-27,-15,17,13,-3,6,-31,-34,35,-16,-30,1,,-11,-11,,-14,,-14,-1,,-31,21,-10,2,,-18,-12,-35,-3,-38,,,,37,-26,,,,,,,-13,,-32,,10,05/08/2021 06:16:00 +1000
2021-03-27,-5,40,-5,,-12,84,40,-1,9,-26,77,,,-36,,65,37,48,51,-26,69,85,-5,50,46,76,41,71,-22,-27,,,8,,26,,33,87,,,,0,88,24,,-52,46,37,,,5,,9,,-33,-23,,-32,21,-7,-21,,,,34,-32,-22,,-2,-13,4,,49,-21,8,,-30,59,65,,-27,-12,-36,,,-29,-15,-16,,,24,,33,,,,1,,2,-9,,12,-21,,-1,47,-24,-18,25,4,14,21,,17,25,,5,-12,,-27,-9,,3,15,,,12,4,32,-13,,-18,-15,33,-33,-19,-2,23,-31,-38,-22,9,-26,26,35,-33,,,-14,-17,,-52,-4,,,-35,,,,,,-4,,-13,,,,-30,-65,,,-41,-26,,,-48,,-2,-32,-11,,-1,,,,,-16,-27,,12,26,-67,-25,-42,,0,-7,-25,-15,,-6,1,-17,19,-5,-33,-51,-78,-20,4,1,-10,-57,,6,-17,-54,8,-12,-30,,,-21,-17,-15,-12,0,-29,4,5,-26,-10,1,3,18,-4,,-60,-31,-19,-38,-51,-66,-47,,-5,-72,,,-50,-10,-7,-7,-17,-36,-6,13,16,7,34,-40,-39,39,-19,-4,7,,-10,12,,-21,-2,-16,6,,-12,16,20,-1,,-8,-12,-23,10,-24,,,,43,0,,0,,,,,46,,-45,,74,05/08/2021 06:16:00 +1000
2021-03-28,1,29,4,,-8,51,6,-2,18,-32,52,,,-38,,81,23,63,41,7,41,75,11,29,-31,52,2,70,-27,-14,,,-17,,22,,17,46,,,,6,68,22,,-45,39,76,,,-8,,-2,,-43,7,,-21,-8,-16,-29,,,,40,-33,-41,,-2,,35,,67,-12,-2,,-3,69,84,,-26,12,-23,,,17,-14,-25,,,15,,29,,,,3,,-2,13,,-37,-10,,-3,50,-31,-11,10,20,10,-12,,38,16,,-6,-17,,-23,-2,,19,6,,,5,-15,21,-4,,-10,0,-9,-24,7,,36,-10,-28,-5,31,-43,17,52,-11,,,11,-4,,-44,,,,-2,,,,,,,,,,,,-33,-49,,,-44,-31,,,-46,,-9,-45,-8,,-20,,-25,-53,,1,-20,,1,69,-59,-3,-13,,27,20,-22,-13,,-7,-14,17,45,11,-29,-50,-69,-12,19,53,2,-52,,20,-7,-30,,,-29,,,-7,-12,58,18,2,-27,-3,-9,-21,-9,23,28,25,28,,-53,13,-12,-39,-40,-51,-58,,16,-66,,,-61,-2,15,-4,,-16,-3,22,27,12,21,-30,-28,43,-19,-4,-2,,-10,40,,-15,-22,-16,-6,,10,3,3,-1,,-3,-2,-24,3,-24,,,,40,47,,8,,,,,-16,,-48,,52,05/08/2021 06:16:00 +1000
2021-03-29,-21,-20,-19,,-20,10,-16,-5,5,-45,-14,,,-50,,21,23,3,-17,-25,3,-1,-28,3,-13,0,-16,40,-34,-37,,,-37,,0,,9,20,,,,-17,16,-2,,-46,9,2,,,-21,,-5,,-49,-25,,-44,-19,-36,-24,,,,-9,-51,-51,,0,,9,,8,-10,-8,,-42,17,49,,-35,-17,-43,,,-27,-24,-39,,,8,,8,,,,-23,,-37,-12,,-13,-12,,-21,-16,-24,-30,-7,22,-2,-1,,-26,20,,-11,-25,,-38,-36,,1,,,,5,-9,-6,-18,,-17,-20,-17,-28,-37,,,-30,-31,-6,-3,-32,-15,,-34,,,-19,-18,,-45,,,,,,,,,,,,2,,,,-39,-59,,,-53,-45,,,-53,,-20,-36,-35,,-5,,,,,,-16,,9,21,-70,,-10,,12,19,-36,-16,,5,-5,-4,17,16,-22,-69,-81,-1,17,24,-16,-56,,-14,-21,-19,,,-7,,,-12,,,21,-15,-48,22,-16,,-20,34,-10,,-1,,-63,,-12,-43,-35,-48,-51,,-24,-77,,,-64,-12,-13,-10,,-9,-22,2,3,-26,1,-43,-42,-4,-23,-26,-16,,-26,,,-30,,-19,-23,,-34,11,-27,-15,,-22,-25,-33,-11,-41,,,,25,-13,,,,,,,-36,,-45,,5,05/08/2021 06:16:00 +1000
2021-03-30,-25,-17,-25,,-39,13,-5,-19,-1,,-19,,,-61,,24,23,9,5,-10,9,7,-36,7,-17,-5,-16,7,-28,-34,,,-43,,2,,-13,24,,,,-19,29,-7,,-44,-4,-2,,,-10,,-16,,-49,-49,,-47,-28,-49,-45,,,,-6,-42,-55,,-19,,-10,,-20,-36,-1,,-50,24,37,,-37,-16,-65,,,-40,-46,-40,,,13,,17,,,,-27,,-41,-20,,-16,,,-29,-25,-19,-37,-4,8,12,,,-39,5,,-21,-39,,-47,-45,,-15,,,,-15,-7,-13,-17,,-20,-21,-13,-29,-21,,,-32,-30,-13,-18,-31,-17,,-25,,,-11,-19,,-52,,,,,,,,,,,,,,,,-26,-44,,,-48,-23,,,-43,,-11,,-2,,5,,,,,,-26,,-4,10,-69,,-19,,0,-4,-34,-34,,-4,-2,-1,8,1,-25,-66,-79,-15,-5,14,-22,-57,,-4,-12,-34,-31,,-16,,,-21,-32,,0,-27,-37,28,-16,,,14,0,,1,,-63,,-14,-39,-47,-49,-47,,-32,-73,,,-58,-11,-4,-15,,-22,-18,1,4,-3,6,-46,-48,9,-28,-37,-2,,-28,,,-28,,-13,-9,,-30,28,-16,-10,,-17,-17,-29,8,-42,,,,16,,,,,,,,-32,,-54,,34,05/08/2021 06:16:00 +1000
2021-03-31,-19,87,-19,,-37,9,-9,-11,-2,-35,-18,,,-58,,17,31,10,-5,-14,10,16,-36,2,-11,9,-10,21,-30,-35,,,-39,,4,,-7,12,,,,-12,36,-13,,-35,3,-2,,,-14,,-10,,-48,-40,,-33,-20,-47,-32,,,,3,-43,-60,,-9,,3,,-9,-26,-12,,-42,21,32,,-39,-15,-53,,,-27,-38,-42,,,18,,18,,,,-26,,-35,-25,,-8,-5,,-28,-22,-4,-45,-7,6,-2,-7,,-30,24,,-15,-37,,-50,-32,,-17,,,,-21,-5,-13,-24,,-17,-16,-27,-34,-16,,,-18,-17,-15,-2,-20,-12,11,-16,,,-20,-30,,-50,,,,,,,,,,,,-10,,,,-22,-42,,,-36,-37,,,-44,,-12,,-13,,-5,,,,,,-20,,4,23,-65,,-14,,8,8,,-26,,-2,-8,-6,29,17,-25,-44,-71,-7,8,32,-15,-41,,-8,-21,-13,-14,,-15,,,-7,-32,,13,-17,-44,30,,,,25,7,,0,,-44,,-11,-25,-44,-41,-49,,-34,-64,,,-38,8,-12,10,,-15,-25,1,-1,-2,-7,-44,-47,-10,-42,-39,-6,,-36,12,,-24,,-28,-20,,-37,1,-28,-20,,-31,-29,-39,-4,-49,,,,13,,,,,,,,-26,,-63,,-6,05/08/2021 06:16:00 +1000
2021-04-01,-7,-5,-5,,-43,41,,-12,36,,5,,,-61,,33,52,4,16,-12,32,35,-13,24,31,6,36,26,-10,-21,,,-28,,16,,33,39,,,,,48,3,,-18,,17,,,-21,,-10,,-10,-30,,-28,-7,-33,-19,,,,33,-28,-35,-51,-11,,10,,24,-23,11,,-10,32,62,,-32,-17,-49,,,-18,-36,-21,,,26,,23,,,,-17,,-36,6,,-16,9,,-28,-12,-13,-14,32,61,3,,,-23,15,,15,-21,,-32,-13,,41,,,,-13,20,-10,-16,,-28,-6,-15,-27,5,,,-36,-6,-9,-11,-2,-5,17,-19,,,-19,-33,,-22,,,,,,,,,,,,-1,,,,-5,-8,,,-33,-10,,,-27,,0,,,,11,,,,,,-12,,11,13,-25,,-13,,12,10,,-16,,5,1,-6,28,13,-10,-25,-51,1,51,31,-17,-39,,6,-20,-15,,,-11,,,-11,,,7,-26,-34,28,,,,20,-5,,6,,-47,,-4,,-45,-29,-8,,-25,-59,,,-21,,-4,1,,-12,-14,27,19,-19,17,-46,-43,-13,-25,-17,11,,-22,-6,,-24,,-9,-19,-23,-28,24,-6,-18,,-22,-8,-26,-3,-29,,,,11,,,,,,,,-28,,-42,,12,05/08/2021 06:16:00 +1000
2021-04-02,32,87,37,,3,27,58,18,134,,225,,,-36,,90,42,46,90,,62,130,70,32,62,48,118,56,19,24,,,-23,,24,,135,61,,,,,46,19,,7,,57,,,-4,,6,,19,42,,1,14,-12,41,,,,67,16,17,,30,20,97,,51,54,28,,113,119,94,,7,4,1,,,62,29,60,,,51,,50,,,,23,,0,11,,-2,39,,20,18,3,5,96,71,34,,,24,47,,27,41,,-18,45,,142,,,,31,20,37,18,,-6,35,-15,,,,,66,128,34,24,55,100,,49,,,-15,-14,,62,,,,,,,,,,,,-19,,,,11,23,,,-26,6,,,18,,13,,61,,-27,,,,,,35,,48,71,51,,144,,71,,,76,,71,69,-27,40,63,0,53,36,15,,,-5,1,,68,25,46,,,105,,,102,,,87,-26,-12,,,,,83,52,,17,,43,,,,44,111,74,,-7,19,,,16,,10,66,,114,15,,37,28,12,-1,11,35,38,39,20,,23,39,,-6,,37,16,,-39,73,27,31,,10,24,13,12,17,,,,27,28,,,,,,,-10,,,,4,05/08/2021 06:16:00 +1000
2021-04-03,11,81,13,,-13,39,93,-20,187,,253,,,-50,,30,18,29,64,-6,56,62,26,45,17,20,192,34,52,19,,,-3,,2,,200,65,,,,30,40,-2,,5,54,14,-3,,2,,-6,,50,-7,,45,49,-18,-4,,,,28,6,42,-59,-5,,21,,13,-8,22,,56,53,18,,-31,12,-22,,,-5,-14,31,,,58,,52,,,,-14,,-39,6,,12,50,,-33,-16,44,6,46,41,38,-11,,-27,12,,59,-46,,-26,-32,,80,28,,,-9,45,20,-6,,-14,9,-31,-19,65,-17,-18,-10,16,-27,-32,52,39,-1,7,,,-30,-35,,20,-31,,,22,,,,,,14,,-19,,,,7,34,,,0,-5,,,29,,3,,52,,-20,,,,,,13,,21,-19,27,,62,,-27,-6,56,9,,-26,-20,-23,-23,44,-47,36,-2,-42,,28,-30,12,,64,-29,-24,6,,40,,,47,,,6,-31,-22,-1,,-36,,-25,-20,,-17,,15,,-17,98,7,26,81,,-8,-2,,,44,,-30,-10,,20,-7,96,-8,-11,-6,-30,3,-9,-28,-31,-13,,-30,-18,,-15,-17,7,-13,-29,-29,17,-11,-26,,-19,-31,-30,27,34,,,,30,,,-5,,,,,-42,,-56,,34,05/08/2021 06:16:00 +1000
2021-04-04,11,80,33,,-37,43,70,0,190,20,265,,,-54,,73,24,34,128,13,39,69,89,55,-14,21,182,32,20,28,,,-9,,20,,216,42,,,,33,44,-9,,10,29,24,,,-19,,-5,,34,50,,24,11,-7,-8,,,,30,5,33,,3,,125,,33,23,31,,103,85,57,,-55,11,-5,,,78,-5,42,,,51,,48,,,,-39,,-67,-32,,-15,42,,-59,-41,33,-35,19,14,38,-30,,-47,22,,53,-64,,-50,-55,,-5,-17,,,-48,39,-37,-7,,4,24,-34,-13,102,14,9,0,5,-7,-3,56,33,-4,-9,,,-7,-31,,73,3,,,,,,,,,,,,,,,-8,47,,,-25,-27,,,13,,-15,-5,28,,-27,,-31,,,25,0,,19,-11,32,,8,,-10,-2,,-12,,-28,-26,-27,-16,0,-51,32,17,-35,,32,-31,11,,87,-19,3,,,1,,,-10,,,-11,-32,-31,1,,,,-5,-18,,-11,,20,,-24,125,-40,25,34,,-24,-20,,,13,,-19,-17,,31,-1,70,-1,-6,1,-16,11,-16,-33,-11,1,,-28,-6,,1,-16,-2,-17,-27,-9,3,-14,-17,,-6,-12,-23,27,54,,,,32,,,21,,,,,-43,,-54,,-1,05/08/2021 06:16:00 +1000
2021-04-05,16,52,31,,-28,17,34,35,125,,189,,,-64,,58,19,30,89,,49,71,64,15,68,8,79,31,-15,-2,,,-23,,15,,125,45,,,,18,62,20,,-7,,38,,,-31,,0,,14,122,,2,4,-12,63,,,,36,-12,18,,85,,125,,31,78,16,,91,86,59,,-55,1,26,,,53,56,53,,,80,,104,,,,-32,,-52,-2,,21,,,-54,-20,25,-24,-5,33,4,8,,-43,22,,,-49,,-53,-48,,19,,,,-24,,-21,-2,,-21,31,-16,,33,,,17,63,27,23,35,47,,38,,,-15,11,,25,,,,,,,,,,,,,,,,1,6,,,-20,-6,,,-4,,2,,32,,0,,,,,,39,,40,41,11,,34,,18,60,,44,,34,18,32,22,49,-13,-13,-23,-3,,39,-10,-33,,45,4,45,,,51,,,42,,,82,-16,-22,45,,,,54,9,,14,,-11,,,,6,53,34,,-6,-33,,,-24,,-12,29,,181,20,,35,8,14,10,29,24,11,37,17,,23,,,-26,,43,14,,13,43,56,18,,19,18,-2,13,50,,,,17,9,,,,,,,-25,,-7,,38,05/08/2021 06:16:00 +1000
2021-04-06,-21,-6,-21,,-42,1,10,-29,62,,2,,,-63,,12,9,9,30,-12,4,-1,-25,-5,29,-8,52,2,-37,-34,,,-47,,-8,,40,9,,,,-12,1,-17,,-21,-17,-20,,,-27,,-22,,-22,-45,,-20,-22,-54,-38,,,,-6,-27,-14,,-26,,-12,,-20,-38,-7,,-19,18,30,,-51,-13,-60,,,-44,-49,-35,,,38,,35,,,,-29,,-51,-2,,1,,,-54,-33,20,-4,12,32,12,,,-46,34,,,-44,,-37,-39,,-23,,,,-3,,-46,-7,,8,-17,-20,-24,-8,,,-31,-28,-18,-9,3,-20,36,-32,,,-17,-17,,-34,,,,,,,,,,,,-6,,,,-6,-13,,,-38,-10,,,-14,,12,,,,-1,,,,,,-22,,-6,-10,-27,,-23,,-21,-10,,-29,,-19,-14,-10,1,-7,-39,-24,-49,-26,70,2,-29,-50,,5,-16,-26,,,-32,,,-29,,,-8,-28,-42,18,,,,-12,-12,,-17,,-38,,-21,-3,-53,-29,2,,-40,-53,,,-30,24,-21,-29,,-14,-9,45,6,-10,2,-23,-1,-8,-25,-24,13,,-25,,,-29,,-10,-13,,-23,36,-13,-17,,-14,-18,-24,19,19,,,,16,,,,,,,,-32,,-55,,23,05/08/2021 06:16:00 +1000
2021-04-07,-14,-1,-22,,-26,-14,-5,-26,56,-24,-1,,,-54,,16,1,-10,27,-13,-12,-8,-33,-19,-15,-18,41,-11,-18,-24,,,-44,,-25,,43,-20,,,,-27,-4,-25,,-23,-19,-32,,,-25,,-17,,-22,-46,,-33,-15,-58,-42,,,,-20,-25,-30,,-23,,-3,,-34,-34,4,,-19,-14,-5,,-30,-16,-57,,,-26,-40,-41,,,38,,25,,,,-10,,-25,15,,10,,,-22,3,58,-2,17,53,12,,,-12,42,,,-26,,-25,-14,,14,,,,6,33,-11,-10,,16,-11,-24,-19,-4,,,-21,-7,-13,4,1,-7,-2,-14,,,-24,-24,,-21,,,,,,,,,,,,-10,,,,-5,-29,,,-21,-14,,,-27,,-5,,16,,17,,,,,,-15,,10,12,-25,,-8,,-4,19,,-23,,1,-13,-4,13,19,-36,4,-35,-17,73,26,-15,-39,,-3,-19,-9,,,-26,,,-10,-33,,15,-11,-44,24,,,,18,-5,,-5,,1,,-5,,-48,-23,-5,,-38,-44,,,-8,20,-18,0,,-2,-14,37,7,-12,0,-36,-11,-12,-29,-21,1,,-28,-2,,-28,,-20,-17,,-20,10,-16,-20,,-24,-29,-31,14,19,,,,15,,,,,,,,-25,,-65,,1,05/08/2021 06:16:00 +1000
